date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:07:24	31523/31523	---MC-	200	added ('OK')	application/json	date:Mon,%2028%20Jul%202025%2012:04:02%20GMT	https://itsa.edu.bo/wp-json/wp/v2/pages/102	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/wp-json/wp/v2/pages/102.json	(from https://itsa.edu.bo/102-2/)
08:07:24	2065/2065	---MC-	200	added ('OK')	application/json	date:Mon,%2028%20Jul%202025%2012:04:03%20GMT	https://itsa.edu.bo/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fitsa.edu.bo%2F102-2%2F	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/wp-json/oembed/1.0/embed4354.json	(from https://itsa.edu.bo/102-2/)
08:07:24	134099/134099	---MC-	200	added ('OK')	text/html	date:Mon,%2028%20Jul%202025%2012:04:02%20GMT	https://itsa.edu.bo/secretariado-ejecutivo/	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/secretariado-ejecutivo/index.html	(from https://itsa.edu.bo/518-2/)
08:07:25	2221/2221	---MC-	200	added ('OK')	text/xml	date:Mon,%2028%20Jul%202025%2012:04:03%20GMT	https://itsa.edu.bo/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fitsa.edu.bo%2F102-2%2F&format=xml	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/wp-json/oembed/1.0/embedb2e2	(from https://itsa.edu.bo/102-2/)
08:07:25	132591/132591	---MC-	200	added ('OK')	text/html	date:Mon,%2028%20Jul%202025%2012:04:03%20GMT	https://itsa.edu.bo/sistemas-informaticos/	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/sistemas-informaticos/index.html	(from https://itsa.edu.bo/518-2/)
08:07:25	305/305	---M--	200	added ('OK')	image/png	etag:%22131-5d50677e70088%22	https://itsa.edu.bo/wp-content/uploads/2022/01/high-school_42.png	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/wp-content/uploads/2022/01/high-school_42.png	(from https://itsa.edu.bo/102-2/)
08:07:25	5613/5613	---M--	200	added ('OK')	text/css	etag:%2215ed-63a62db5bd6b8%22	https://itsa.edu.bo/wp-content/et-cache/102/et-core-unified-tb-353-deferred-102.min.css?ver=1753046121	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/wp-content/et-cache/102/et-core-unified-tb-353-deferred-102.min542d.css	(from https://itsa.edu.bo/102-2/)
08:07:25	5204/5204	---M--	200	added ('OK')	text/css	etag:%221454-63a69e82ecfd8%22	https://itsa.edu.bo/wp-content/et-cache/56/et-divi-dynamic-tb-353-56.css?ver=1753076401	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/wp-content/et-cache/56/et-divi-dynamic-tb-353-569ef9.css	(from https://itsa.edu.bo/56-2/)
08:07:26	136082/136082	---MC-	200	added ('OK')	text/html	date:Mon,%2028%20Jul%202025%2012:04:03%20GMT	https://itsa.edu.bo/topografia-y-geodesia/	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/topografia-y-geodesia/index.html	(from https://itsa.edu.bo/518-2/)
08:07:26	166488/166488	---MC-	200	added ('OK')	text/html	date:Mon,%2028%20Jul%202025%2012:04:04%20GMT	https://itsa.edu.bo/author/dmin/	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/author/dmin/index.html	(from https://itsa.edu.bo/eventos/)
08:07:26	19818/19818	---MC-	200	added ('OK')	application/json	date:Mon,%2028%20Jul%202025%2012:04:04%20GMT	https://itsa.edu.bo/wp-json/wp/v2/pages/56	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/wp-json/wp/v2/pages/56.json	(from https://itsa.edu.bo/56-2/)
08:07:26	141362/141362	---MC-	200	added ('OK')	text/html	date:Mon,%2028%20Jul%202025%2012:04:04%20GMT	https://itsa.edu.bo/2025/01/06/admisiones-2025/	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/2025/01/06/admisiones-2025/index.html	(from https://itsa.edu.bo/eventos/)
08:07:26	165724/165724	---MC-	200	added ('OK')	text/html	date:Mon,%2028%20Jul%202025%2012:04:04%20GMT	https://itsa.edu.bo/category/sin-categoria/	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/category/sin-categoria/index.html	(from https://itsa.edu.bo/eventos/)
08:07:26	2072/2072	---MC-	200	added ('OK')	application/json	date:Mon,%2028%20Jul%202025%2012:04:05%20GMT	https://itsa.edu.bo/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fitsa.edu.bo%2F56-2%2F	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/wp-json/oembed/1.0/embed1303.json	(from https://itsa.edu.bo/56-2/)
08:07:27	169139/169139	---MC-	200	added ('OK')	text/html	date:Mon,%2028%20Jul%202025%2012:04:05%20GMT	https://itsa.edu.bo/2025/01/06/feria-de-puertas-abiertas-2024/	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/2025/01/06/feria-de-puertas-abiertas-2024/index.html	(from https://itsa.edu.bo/eventos/)
08:07:27	2228/2228	---MC-	200	added ('OK')	text/xml	date:Mon,%2028%20Jul%202025%2012:04:05%20GMT	https://itsa.edu.bo/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fitsa.edu.bo%2F56-2%2F&format=xml	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/wp-json/oembed/1.0/embedd5e0	(from https://itsa.edu.bo/56-2/)
08:07:27	147/147	---M--	200	added ('OK')	image/png	etag:%2293-5d503cd123148%22	https://itsa.edu.bo/wp-content/uploads/2022/01/high-school_34.png	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/wp-content/uploads/2022/01/high-school_34.png	(from https://itsa.edu.bo/56-2/)
08:07:27	4753/4753	---M--	200	added ('OK')	text/css	etag:%221291-63a69e83743e8%22	https://itsa.edu.bo/wp-content/et-cache/56/et-core-unified-tb-353-deferred-56.min.css?ver=1753076402	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/wp-content/et-cache/56/et-core-unified-tb-353-deferred-56.min9826.css	(from https://itsa.edu.bo/56-2/)
08:07:27	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2028%20Jul%202025%2012:04:05%20GMT	https://itsa.edu.bo/?p=102	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/indexc5eb.html	(from https://itsa.edu.bo/102-2/)
08:07:27	109039/109039	---M--	200	added ('OK')	image/jpeg	etag:%221a9ef-62bebf6bff4a0%22	https://itsa.edu.bo/wp-content/uploads/2025/01/itsaDentro-1.jpg	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/wp-content/uploads/2025/01/itsaDentro-1.jpg	(from https://itsa.edu.bo/56-2/)
08:07:27	114826/114826	---M--	200	added ('OK')	image/jpeg	etag:%221c08a-5d505e1567e00%22	https://itsa.edu.bo/wp-content/uploads/2022/01/alumnos.jpg	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/wp-content/uploads/2022/01/alumnos.jpg	(from https://itsa.edu.bo/56-2/)
08:07:28	192426/192426	---M--	200	added ('OK')	image/jpeg	etag:%222efaa-62bebe473ef40%22	https://itsa.edu.bo/wp-content/uploads/2025/01/fotograstro_editado.jpg	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/wp-content/uploads/2025/01/fotograstro_editado.jpg	(from https://itsa.edu.bo/56-2/)
08:07:28	6168/6168	---M--	200	added ('OK')	image/png	etag:%221818-5d507cd6866e0%22	https://itsa.edu.bo/wp-content/uploads/2022/01/high-school_36-3.png	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/wp-content/uploads/2022/01/high-school_36-3.png	(from https://itsa.edu.bo/56-2/)
08:07:28	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2028%20Jul%202025%2012:04:06%20GMT	https://itsa.edu.bo/?p=56	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/index2dc8.html	(from https://itsa.edu.bo/56-2/)
08:07:28	17428/17428	---M--	200	added ('OK')	text/css	etag:%224414-63a6cb1119758%22	https://itsa.edu.bo/wp-content/et-cache/743/et-divi-dynamic-tb-353-743.css?ver=1753088361	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/wp-content/et-cache/743/et-divi-dynamic-tb-353-7439407.css	(from https://itsa.edu.bo/2025/01/15/proceso-de-admision-nuevo-2025/)
08:07:29	834/834	---MC-	200	added ('OK')	application/rss+xml	etag:%22f7fdba5929624bced45cd4eca252c0cb%22	https://itsa.edu.bo/2025/01/15/proceso-de-admision-nuevo-2025/feed/	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/2025/01/15/proceso-de-admision-nuevo-2025/feed/index.html	(from https://itsa.edu.bo/2025/01/15/proceso-de-admision-nuevo-2025/)
08:07:29	10050/10050	---MC-	200	added ('OK')	application/json	date:Mon,%2028%20Jul%202025%2012:04:07%20GMT	https://itsa.edu.bo/wp-json/wp/v2/posts/743	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/wp-json/wp/v2/posts/743.json	(from https://itsa.edu.bo/2025/01/15/proceso-de-admision-nuevo-2025/)
08:07:29	2362/2362	---MC-	200	added ('OK')	application/json	date:Mon,%2028%20Jul%202025%2012:04:07%20GMT	https://itsa.edu.bo/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fitsa.edu.bo%2F2025%2F01%2F15%2Fproceso-de-admision-nuevo-2025%2F	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/wp-json/oembed/1.0/embedcfb9.json	(from https://itsa.edu.bo/2025/01/15/proceso-de-admision-nuevo-2025/)
08:07:29	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2028%20Jul%202025%2012:04:07%20GMT	https://itsa.edu.bo/?p=743	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/index2812.html	(from https://itsa.edu.bo/2025/01/15/proceso-de-admision-nuevo-2025/)
08:07:29	2550/2550	---MC-	200	added ('OK')	text/xml	date:Mon,%2028%20Jul%202025%2012:04:08%20GMT	https://itsa.edu.bo/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fitsa.edu.bo%2F2025%2F01%2F15%2Fproceso-de-admision-nuevo-2025%2F&format=xml	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/wp-json/oembed/1.0/embed14d1	(from https://itsa.edu.bo/2025/01/15/proceso-de-admision-nuevo-2025/)
08:07:29	3879/3879	---M--	200	added ('OK')	text/css	etag:%22f27-63a6cb12e5e88%22	https://itsa.edu.bo/wp-content/et-cache/743/et-core-unified-tb-353-deferred-743.min.css?ver=1753088363	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/wp-content/et-cache/743/et-core-unified-tb-353-deferred-743.mind4f8.css	(from https://itsa.edu.bo/2025/01/15/proceso-de-admision-nuevo-2025/)
08:07:30	64854/64854	---M--	200	added ('OK')	image/png	etag:%22fd56-62bbc62167d58%22	https://itsa.edu.bo/wp-content/uploads/2025/01/carpetas.png	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/wp-content/uploads/2025/01/carpetas.png	(from https://itsa.edu.bo/2025/01/15/proceso-de-admision-nuevo-2025/)
08:07:30	111435/111435	---M--	200	added ('OK')	image/jpeg	etag:%221b34b-62bbc249d8548%22	https://itsa.edu.bo/wp-content/uploads/2025/01/Formulario-RiTT.jpg	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/wp-content/uploads/2025/01/Formulario-RiTT.jpg	(from https://itsa.edu.bo/2025/01/15/proceso-de-admision-nuevo-2025/)
08:07:30	91224/91224	---M--	200	added ('OK')	image/png	etag:%2216458-62bbc6d0c5e08%22	https://itsa.edu.bo/wp-content/uploads/2025/01/telegram.png	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/wp-content/uploads/2025/01/telegram.png	(from https://itsa.edu.bo/2025/01/15/proceso-de-admision-nuevo-2025/)
08:07:30	583166/583166	---M--	200	added ('OK')	image/png	etag:%228e5fe-62bbc6523dc98%22	https://itsa.edu.bo/wp-content/uploads/2025/01/carpeta.png	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/wp-content/uploads/2025/01/carpeta.png	(from https://itsa.edu.bo/2025/01/15/proceso-de-admision-nuevo-2025/)
08:07:31	3026/3026	---M--	200	added ('OK')	application/javascript	etag:%22bd2-626d0a4fc7730%22	https://itsa.edu.bo/wp-includes/js/comment-reply.min.js?ver=6.8.2	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/wp-includes/js/comment-reply.min6c2d.js	(from https://itsa.edu.bo/2025/01/15/proceso-de-admision-nuevo-2025/)
08:07:31	16279/16279	---M--	200	added ('OK')	application/javascript	etag:%223f97-5d5035199aff0%22	https://itsa.edu.bo/wp-content/themes/Divi/includes/builder/feature/dynamic-assets/assets/js/hashchange.js?ver=4.14.5	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/wp-content/themes/Divi/includes/builder/feature/dynamic-assets/assets/js/hashchangeba88.js	(from https://itsa.edu.bo/2025/01/15/proceso-de-admision-nuevo-2025/)
08:07:32	2918/2918	---MC-	200	added ('OK')	application/json	date:Mon,%2028%20Jul%202025%2012:04:10%20GMT	https://itsa.edu.bo/wp-json/wp/v2/posts/854	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/wp-json/wp/v2/posts/854.json	(from https://itsa.edu.bo/2025/03/12/jornadas-de-capacitacion-2025/)
08:07:32	9550945/9550945	---M--	200	added ('OK')	video/mp4	etag:%2291bc61-62bbc19e113b8%22	https://itsa.edu.bo/wp-content/uploads/2025/01/Inscripcion-nuevos-2025.mp4	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/wp-content/uploads/2025/01/Inscripcion-nuevos-2025.mp4	(from https://itsa.edu.bo/2025/01/15/proceso-de-admision-nuevo-2025/)
08:07:32	831/831	---MC-	200	added ('OK')	application/rss+xml	etag:%22f7fdba5929624bced45cd4eca252c0cb%22	https://itsa.edu.bo/2025/03/12/jornadas-de-capacitacion-2025/feed/	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/2025/03/12/jornadas-de-capacitacion-2025/feed/index.html	(from https://itsa.edu.bo/2025/03/12/jornadas-de-capacitacion-2025/)
08:07:32	2362/2362	---MC-	200	added ('OK')	application/json	date:Mon,%2028%20Jul%202025%2012:04:10%20GMT	https://itsa.edu.bo/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fitsa.edu.bo%2F2025%2F03%2F12%2Fjornadas-de-capacitacion-2025%2F	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/wp-json/oembed/1.0/embedbff1.json	(from https://itsa.edu.bo/2025/03/12/jornadas-de-capacitacion-2025/)
08:07:32	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2028%20Jul%202025%2012:04:10%20GMT	https://itsa.edu.bo/?p=854	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/index461a.html	(from https://itsa.edu.bo/2025/03/12/jornadas-de-capacitacion-2025/)
08:07:32	2550/2550	---MC-	200	added ('OK')	text/xml	date:Mon,%2028%20Jul%202025%2012:04:10%20GMT	https://itsa.edu.bo/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fitsa.edu.bo%2F2025%2F03%2F12%2Fjornadas-de-capacitacion-2025%2F&format=xml	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/wp-json/oembed/1.0/embed6f45	(from https://itsa.edu.bo/2025/03/12/jornadas-de-capacitacion-2025/)
08:07:32	2943/2943	---MC-	200	added ('OK')	application/json	date:Mon,%2028%20Jul%202025%2012:04:10%20GMT	https://itsa.edu.bo/wp-json/wp/v2/posts/678	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/wp-json/wp/v2/posts/678.json	(from https://itsa.edu.bo/2025/01/11/estudio-de-diseno-tecnico-de-preinversion/)
08:07:33	869/869	---MC-	200	added ('OK')	application/rss+xml	etag:%22f7fdba5929624bced45cd4eca252c0cb%22	https://itsa.edu.bo/2025/01/11/estudio-de-diseno-tecnico-de-preinversion/feed/	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/2025/01/11/estudio-de-diseno-tecnico-de-preinversion/feed/index.html	(from https://itsa.edu.bo/2025/01/11/estudio-de-diseno-tecnico-de-preinversion/)
08:07:33	2455/2455	---MC-	200	added ('OK')	application/json	date:Mon,%2028%20Jul%202025%2012:04:11%20GMT	https://itsa.edu.bo/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fitsa.edu.bo%2F2025%2F01%2F11%2Festudio-de-diseno-tecnico-de-preinversion%2F	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/wp-json/oembed/1.0/embed9798.json	(from https://itsa.edu.bo/2025/01/11/estudio-de-diseno-tecnico-de-preinversion/)
08:07:33	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2028%20Jul%202025%2012:04:11%20GMT	https://itsa.edu.bo/?p=678	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/indexc5e7.html	(from https://itsa.edu.bo/2025/01/11/estudio-de-diseno-tecnico-de-preinversion/)
08:07:33	2643/2643	---MC-	200	added ('OK')	text/xml	date:Mon,%2028%20Jul%202025%2012:04:11%20GMT	https://itsa.edu.bo/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fitsa.edu.bo%2F2025%2F01%2F11%2Festudio-de-diseno-tecnico-de-preinversion%2F&format=xml	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/wp-json/oembed/1.0/embed3fe8	(from https://itsa.edu.bo/2025/01/11/estudio-de-diseno-tecnico-de-preinversion/)
08:07:33	4598/4598	---M--	200	added ('OK')	image/svg+xml	etag:%2211f6-555a9cb3a8fc0%22	https://itsa.edu.bo/wp-includes/js/mediaelement/mejs-controls.svg	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/wp-includes/js/mediaelement/mejs-controls.svg	(from https://itsa.edu.bo/wp-includes/js/mediaelement/mediaelementplayer-legacy.min.css?ver=4.2.17)
08:07:34	14670/14670	---M--	200	added ('OK')	text/css	etag:%22394e-63a68e883f1f8%22	https://itsa.edu.bo/wp-content/et-cache/283/et-divi-dynamic-tb-353-283.css?ver=1753072112	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/wp-content/et-cache/283/et-divi-dynamic-tb-353-283f2fa.css	(from https://itsa.edu.bo/administracion-de-empresas/)
08:07:34	13599/13599	---MC-	200	added ('OK')	application/json	date:Mon,%2028%20Jul%202025%2012:04:12%20GMT	https://itsa.edu.bo/wp-json/wp/v2/pages/283	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/wp-json/wp/v2/pages/283.json	(from https://itsa.edu.bo/administracion-de-empresas/)
08:07:34	2182/2182	---MC-	200	added ('OK')	application/json	date:Mon,%2028%20Jul%202025%2012:04:12%20GMT	https://itsa.edu.bo/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fitsa.edu.bo%2Fadministracion-de-empresas%2F	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/wp-json/oembed/1.0/embedd8bd.json	(from https://itsa.edu.bo/administracion-de-empresas/)
08:07:35	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2028%20Jul%202025%2012:04:13%20GMT	https://itsa.edu.bo/?p=283	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/index30e3.html	(from https://itsa.edu.bo/administracion-de-empresas/)
08:07:35	2338/2338	---MC-	200	added ('OK')	text/xml	date:Mon,%2028%20Jul%202025%2012:04:13%20GMT	https://itsa.edu.bo/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fitsa.edu.bo%2Fadministracion-de-empresas%2F&format=xml	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/wp-json/oembed/1.0/embed7706	(from https://itsa.edu.bo/administracion-de-empresas/)
08:07:35	3891/3891	---M--	200	added ('OK')	text/css	etag:%22f33-63a68e88c4ab0%22	https://itsa.edu.bo/wp-content/et-cache/283/et-core-unified-tb-353-deferred-283.min.css?ver=1753072112	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/wp-content/et-cache/283/et-core-unified-tb-353-deferred-283.minf2fa.css	(from https://itsa.edu.bo/administracion-de-empresas/)
08:07:35	96046/96046	---M--	200	added ('OK')	image/jpeg	etag:%221772e-5d51ffa5f2090%22	https://itsa.edu.bo/wp-content/uploads/2022/01/adm_emp.jpg	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/wp-content/uploads/2022/01/adm_emp.jpg	(from https://itsa.edu.bo/administracion-de-empresas/)
08:07:35	5204/5204	---M--	200	added ('OK')	text/css	etag:%221454-63a6417b95b20%22	https://itsa.edu.bo/wp-content/et-cache/489/et-divi-dynamic-tb-353-489.css?ver=1753051429	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/wp-content/et-cache/489/et-divi-dynamic-tb-353-4893744.css	(from https://itsa.edu.bo/construccion-civil/)
08:07:36	13901/13901	---MC-	200	added ('OK')	application/json	date:Mon,%2028%20Jul%202025%2012:04:14%20GMT	https://itsa.edu.bo/wp-json/wp/v2/pages/489	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/wp-json/wp/v2/pages/489.json	(from https://itsa.edu.bo/construccion-civil/)
08:07:36	2142/2142	---MC-	200	added ('OK')	application/json	date:Mon,%2028%20Jul%202025%2012:04:14%20GMT	https://itsa.edu.bo/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fitsa.edu.bo%2Fconstruccion-civil%2F	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/wp-json/oembed/1.0/embed9898.json	(from https://itsa.edu.bo/construccion-civil/)
08:07:36	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2028%20Jul%202025%2012:04:14%20GMT	https://itsa.edu.bo/?p=489	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/indexb645.html	(from https://itsa.edu.bo/construccion-civil/)
08:07:36	2298/2298	---MC-	200	added ('OK')	text/xml	date:Mon,%2028%20Jul%202025%2012:04:15%20GMT	https://itsa.edu.bo/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fitsa.edu.bo%2Fconstruccion-civil%2F&format=xml	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/wp-json/oembed/1.0/embed8bc4	(from https://itsa.edu.bo/construccion-civil/)
08:07:36	4044/4044	---M--	200	added ('OK')	text/css	etag:%22fcc-63a6417d33450%22	https://itsa.edu.bo/wp-content/et-cache/489/et-core-unified-tb-353-deferred-489.min.css?ver=1753051431	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/wp-content/et-cache/489/et-core-unified-tb-353-deferred-489.min6849.css	(from https://itsa.edu.bo/construccion-civil/)
08:07:37	5204/5204	---M--	200	added ('OK')	text/css	etag:%221454-63a68eaaea9c8%22	https://itsa.edu.bo/wp-content/et-cache/279/et-divi-dynamic-tb-353-279.css?ver=1753072148	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/wp-content/et-cache/279/et-divi-dynamic-tb-353-2793953.css	(from https://itsa.edu.bo/contaduria-general/)
08:07:37	593409/593409	---M--	200	added ('OK')	image/png	etag:%2290e01-5d52acc063d68%22	https://itsa.edu.bo/wp-content/uploads/2022/01/Contruccion_civil.png	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/wp-content/uploads/2022/01/Contruccion_civil.png	(from https://itsa.edu.bo/construccion-civil/)
08:07:37	13428/13428	---MC-	200	added ('OK')	application/json	date:Mon,%2028%20Jul%202025%2012:04:16%20GMT	https://itsa.edu.bo/wp-json/wp/v2/pages/279	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/wp-json/wp/v2/pages/279.json	(from https://itsa.edu.bo/contaduria-general/)
08:07:38	2142/2142	---MC-	200	added ('OK')	application/json	date:Mon,%2028%20Jul%202025%2012:04:16%20GMT	https://itsa.edu.bo/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fitsa.edu.bo%2Fcontaduria-general%2F	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/wp-json/oembed/1.0/embedc968.json	(from https://itsa.edu.bo/contaduria-general/)
08:07:38	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2028%20Jul%202025%2012:04:16%20GMT	https://itsa.edu.bo/?p=279	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/index45c8.html	(from https://itsa.edu.bo/contaduria-general/)
08:07:38	2298/2298	---MC-	200	added ('OK')	text/xml	date:Mon,%2028%20Jul%202025%2012:04:16%20GMT	https://itsa.edu.bo/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fitsa.edu.bo%2Fcontaduria-general%2F&format=xml	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/wp-json/oembed/1.0/embed2a2f	(from https://itsa.edu.bo/contaduria-general/)
08:07:38	4044/4044	---M--	200	added ('OK')	text/css	etag:%22fcc-63a68eab63f30%22	https://itsa.edu.bo/wp-content/et-cache/279/et-core-unified-tb-353-deferred-279.min.css?ver=1753072149	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/wp-content/et-cache/279/et-core-unified-tb-353-deferred-279.min5468.css	(from https://itsa.edu.bo/contaduria-general/)
08:07:39	108972/108972	---M--	200	added ('OK')	image/jpeg	etag:%221a9ac-5d52012a3f108%22	https://itsa.edu.bo/wp-content/uploads/2022/01/cont.jpg	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/wp-content/uploads/2022/01/cont.jpg	(from https://itsa.edu.bo/contaduria-general/)
08:07:39	5204/5204	---M--	200	added ('OK')	text/css	etag:%221454-63a70954cc340%22	https://itsa.edu.bo/wp-content/et-cache/471/et-divi-dynamic-tb-353-471.css?ver=1753105075	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/wp-content/et-cache/471/et-divi-dynamic-tb-353-4718b91.css	(from https://itsa.edu.bo/gastronomia-2/)
08:07:39	13377/13377	---MC-	200	added ('OK')	application/json	date:Mon,%2028%20Jul%202025%2012:04:17%20GMT	https://itsa.edu.bo/wp-json/wp/v2/pages/471	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/wp-json/wp/v2/pages/471.json	(from https://itsa.edu.bo/gastronomia-2/)
08:07:39	2111/2111	---MC-	200	added ('OK')	application/json	date:Mon,%2028%20Jul%202025%2012:04:18%20GMT	https://itsa.edu.bo/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fitsa.edu.bo%2Fgastronomia-2%2F	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/wp-json/oembed/1.0/embedac20.json	(from https://itsa.edu.bo/gastronomia-2/)
08:07:39	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2028%20Jul%202025%2012:04:18%20GMT	https://itsa.edu.bo/?p=471	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/index2c5f.html	(from https://itsa.edu.bo/gastronomia-2/)
08:07:40	2267/2267	---MC-	200	added ('OK')	text/xml	date:Mon,%2028%20Jul%202025%2012:04:18%20GMT	https://itsa.edu.bo/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fitsa.edu.bo%2Fgastronomia-2%2F&format=xml	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/wp-json/oembed/1.0/embed0d6b	(from https://itsa.edu.bo/gastronomia-2/)
08:07:40	4044/4044	---M--	200	added ('OK')	text/css	etag:%22fcc-63a7095535ea8%22	https://itsa.edu.bo/wp-content/et-cache/471/et-core-unified-tb-353-deferred-471.min.css?ver=1753105076	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/wp-content/et-cache/471/et-core-unified-tb-353-deferred-471.minc835.css	(from https://itsa.edu.bo/gastronomia-2/)
